,artist,change,lastPos,peakPos,rank,spotifyID,spotifyLink,title,videoLink,weeks,date
1962,Kid Ink Featuring Fetty Wap,-6,57,57,63,5IZc3KIVFhjzJ0L2kiXzUl,https://embed.spotify.com/?uri=spotify:track:5IZc3KIVFhjzJ0L2kiXzUl,Promise,http://cache.vevo.com/assets/html/embed.html?video=USRV81600012&partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&siteSection=billboard_billboard.com,10,2016-05-07
1963,Kanye West,-10,54,37,64,6QO46cJfmFvvCKUgauKOKS,https://embed.spotify.com/?uri=spotify:track:6QO46cJfmFvvCKUgauKOKS,Father Stretch My Hands Pt. 1,,3,2016-05-07
1964,Fat Joe & Remy Ma Featuring French Montana,+4,69,38,65,61QSuw5VlC0LTS8WMO356g,https://embed.spotify.com/?uri=spotify:track:61QSuw5VlC0LTS8WMO356g,All The Way Up,http://cache.vevo.com/assets/html/embed.html?video=USUYG1097759&partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&siteSection=billboard_billboard.com,4,2016-05-07
1965,Drake,-15,51,6,66,17Q87zeXgsAi9iQQbMu9v0,https://embed.spotify.com/?uri=spotify:track:17Q87zeXgsAi9iQQbMu9v0,Summer Sixteen,,12,2016-05-07
1966,Iggy Azalea,-8,59,42,67,5HECcy1xFIH8RbCG813DgD,https://embed.spotify.com/?uri=spotify:track:5HECcy1xFIH8RbCG813DgD,Team,,5,2016-05-07
1967,Kevin Gates,-6,62,46,68,1QCJfrkYyUC59owJ6uLQls,https://embed.spotify.com/?uri=spotify:track:1QCJfrkYyUC59owJ6uLQls,Really Really,http://cache.vevo.com/assets/html/embed.html?video=USATV1501051&partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&siteSection=billboard_billboard.com,18,2016-05-07
1968,Dustin Lynch,-2,67,57,69,1N0j6Gw5lmfI7kipAgYcma,https://embed.spotify.com/?uri=spotify:track:1N0j6Gw5lmfI7kipAgYcma,Mind Reader,http://cache.vevo.com/assets/html/embed.html?video=US58E1692443&partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&siteSection=billboard_billboard.com,9,2016-05-07
1969,Rihanna,+13,83,62,70,1dI1pt7GNjMI6pbSOd2MD6,https://embed.spotify.com/?uri=spotify:track:1dI1pt7GNjMI6pbSOd2MD6,Kiss It Better,,3,2016-05-07
1970,Belly Featuring The Weeknd,-3,68,68,71,5heM8paxfPJO5rAICyRb7L,https://embed.spotify.com/?uri=spotify:track:5heM8paxfPJO5rAICyRb7L,Might Not,http://cache.vevo.com/assets/html/embed.html?video=QMFUA1590168&partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&siteSection=billboard_billboard.com,9,2016-05-07
1971,Flume Featuring Kai,+4,76,20,72,4ja3m5fYLcugwuXB6Jkh4Y,https://embed.spotify.com/?uri=spotify:track:4ja3m5fYLcugwuXB6Jkh4Y,Never Be Like You,,3,2016-05-07
1972,Future,New,0,41,73,6ELbS9xUlkOoAcWDonzc2L,https://embed.spotify.com/?uri=spotify:track:6ELbS9xUlkOoAcWDonzc2L,Wicked,http://cache.vevo.com/assets/html/embed.html?video=USSM21601396&partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&siteSection=billboard_billboard.com,1,2016-05-07
1973,twenty one pilots,+4,78,5,74,2Z8WuEywRWYTKe1NybPQEW,https://embed.spotify.com/?uri=spotify:track:2Z8WuEywRWYTKe1NybPQEW,Ride,http://cache.vevo.com/assets/html/embed.html?video=USATV1500519&partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&siteSection=billboard_billboard.com,6,2016-05-07
1974,The Weeknd,-3,72,60,75,7t5m6zRwIEBxmPt8lNoPPi,https://embed.spotify.com/?uri=spotify:track:7t5m6zRwIEBxmPt8lNoPPi,Acquainted,,17,2016-05-07
1975,Major Lazer Featuring Nyla & Fuse ODG,-1,75,73,76,40MkEbKzuSW9ET6HBngqnK,https://embed.spotify.com/?uri=spotify:track:40MkEbKzuSW9ET6HBngqnK,Light It Up,,6,2016-05-07
1976,Dreezy Featuring Jeremih,0,77,62,77,5DZHM6KMuTXl3sJin3b6yx,https://embed.spotify.com/?uri=spotify:track:5DZHM6KMuTXl3sJin3b6yx,Body,http://cache.vevo.com/assets/html/embed.html?video=USUV71600278&partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&siteSection=billboard_billboard.com,5,2016-05-07
1977,Taylor Swift,-32,46,46,78,,,New Romantics,http://cache.vevo.com/assets/html/embed.html?video=USCJY1631660&partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&siteSection=billboard_billboard.com,8,2016-05-07
1978,Jon Pardi,+5,84,51,79,1R9FxlRkvKtt36dtTHs93X,https://embed.spotify.com/?uri=spotify:track:1R9FxlRkvKtt36dtTHs93X,Head Over Boots,http://cache.vevo.com/assets/html/embed.html?video=USUV71600024&partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&siteSection=billboard_billboard.com,8,2016-05-07
1979,MadeinTYO,+2,82,51,80,7zBPzAjKAqQpcv8F8GCq5s,https://embed.spotify.com/?uri=spotify:track:7zBPzAjKAqQpcv8F8GCq5s,Uber Everywhere,,3,2016-05-07
1980,Lee Brice,-17,64,64,81,64BRpXYAYAw9UFtfSfoXKf,https://embed.spotify.com/?uri=spotify:track:64BRpXYAYAw9UFtfSfoXKf,That Don't Sound Like You,,10,2016-05-07
1981,Kelly Clarkson,-19,63,8,82,15P4Osep3FIiZvDoccy1HK,https://embed.spotify.com/?uri=spotify:track:15P4Osep3FIiZvDoccy1HK,Piece By Piece,http://cache.vevo.com/assets/html/embed.html?video=GBE431500057&partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&siteSection=billboard_billboard.com,8,2016-05-07
1982,Brett Eldredge,-18,65,35,83,1jNNHFZmRGXZFHlil5uhei,https://embed.spotify.com/?uri=spotify:track:1jNNHFZmRGXZFHlil5uhei,Drunk On Your Love,http://cache.vevo.com/assets/html/embed.html?video=USATV1600039&partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&siteSection=billboard_billboard.com,15,2016-05-07
1983,Jason Derulo,+10,94,67,84,5YHR8wBR5jXfGtP766NiAT,https://embed.spotify.com/?uri=spotify:track:5YHR8wBR5jXfGtP766NiAT,If It Ain't Love,http://cache.vevo.com/assets/html/embed.html?video=USWBV1600206&partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&siteSection=billboard_billboard.com,2,2016-05-07
1984,Young Greatness,+2,87,85,85,746PsZ5jTdqIJ6LgJAHcEZ,https://embed.spotify.com/?uri=spotify:track:746PsZ5jTdqIJ6LgJAHcEZ,Moolah,http://cache.vevo.com/assets/html/embed.html?video=USUV71503562&partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&siteSection=billboard_billboard.com,3,2016-05-07
1985,Yo Gotti Featuring E-40,-1,85,79,86,7mhk9WyqZZzvTTCQKfh2iV,https://embed.spotify.com/?uri=spotify:track:7mhk9WyqZZzvTTCQKfh2iV,Law,http://cache.vevo.com/assets/html/embed.html?video=USSM21600539&partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&siteSection=billboard_billboard.com,2,2016-05-07
1986,Ty Dolla $ign Featuring E-40,-6,81,81,87,1omIb7BrAk7qwRrCSHJTc5,https://embed.spotify.com/?uri=spotify:track:1omIb7BrAk7qwRrCSHJTc5,Saved,,9,2016-05-07
1987,Chase Bryant,-17,71,71,88,1lNVii0jj5Sa1leKSYWMNl,https://embed.spotify.com/?uri=spotify:track:1lNVii0jj5Sa1leKSYWMNl,Little Bit Of You,http://cache.vevo.com/assets/html/embed.html?video=QMKHK1592029&partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&siteSection=billboard_billboard.com,11,2016-05-07
1988,The Lumineers,-23,66,66,89,0IOFbRuU9O7BsRMVBT6Rbo,https://embed.spotify.com/?uri=spotify:track:0IOFbRuU9O7BsRMVBT6Rbo,Ophelia,http://cache.vevo.com/assets/html/embed.html?video=GBUV71502164&partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&siteSection=billboard_billboard.com,3,2016-05-07
1989,Jason Aldean,+3,93,43,90,596ShP1KQsIzk7dTpJNXJi,https://embed.spotify.com/?uri=spotify:track:596ShP1KQsIzk7dTpJNXJi,Lights Come On,http://cache.vevo.com/assets/html/embed.html?video=US58E1691549&partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&siteSection=billboard_billboard.com,3,2016-05-07
1990,Keith Urban,Re-Entry,0,51,91,5BIwPoVMFnFIr8RzJunRvf,https://embed.spotify.com/?uri=spotify:track:5BIwPoVMFnFIr8RzJunRvf,Wasted Time,http://cache.vevo.com/assets/html/embed.html?video=USUV71600640&partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&siteSection=billboard_billboard.com,2,2016-05-07
1991,DJ Luke Nasty,-13,79,78,92,7KLB6Jptw9wyQXkSLiO8qh,https://embed.spotify.com/?uri=spotify:track:7KLB6Jptw9wyQXkSLiO8qh,Might Be,http://cache.vevo.com/assets/html/embed.html?video=USUYG1086858&partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&siteSection=billboard_billboard.com,10,2016-05-07
1992,gnash Featuring Olivia O'Brien,New,0,10,93,7vRriwrloYVaoAe3a9wJHe,https://embed.spotify.com/?uri=spotify:track:7vRriwrloYVaoAe3a9wJHe,I Hate U I Love U,,1,2016-05-07
1993,Alan Walker,-3,91,80,94,1brwdYwjltrJo7WHpIvbYt,https://embed.spotify.com/?uri=spotify:track:1brwdYwjltrJo7WHpIvbYt,Faded,http://cache.vevo.com/assets/html/embed.html?video=NOG841603010&partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&siteSection=billboard_billboard.com,2,2016-05-07
1994,Grace Featuring G-Eazy,New,0,57,95,2CpH1L4CUR47RARB3PgY1l,https://embed.spotify.com/?uri=spotify:track:2CpH1L4CUR47RARB3PgY1l,You Don't Own Me,,1,2016-05-07
1995,Kenny Chesney,-1,95,72,96,3tBSdTfZuCzgA2PfQrqKpk,https://embed.spotify.com/?uri=spotify:track:3tBSdTfZuCzgA2PfQrqKpk,Noise,http://cache.vevo.com/assets/html/embed.html?video=US6XF1600023&partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&siteSection=billboard_billboard.com,4,2016-05-07
1996,Kanye West,-24,73,54,97,0tCuyg1OikbQ4nIq36n26D,https://embed.spotify.com/?uri=spotify:track:0tCuyg1OikbQ4nIq36n26D,Pt. 2,,3,2016-05-07
1997,Fetty Wap,-9,89,65,98,57fsodKBjXbxDOQt9k3Ih8,https://embed.spotify.com/?uri=spotify:track:57fsodKBjXbxDOQt9k3Ih8,Jimmy Choo,,11,2016-05-07
1998,Ariana Grande Featuring Lil Wayne,New,0,99,99,3zlwnJnydcmMeSRY94Jvbs,https://embed.spotify.com/?uri=spotify:track:3zlwnJnydcmMeSRY94Jvbs,Let Me Love You,,1,2016-05-07
1999,Jonas Blue Featuring Dakota,-1,99,98,100,6OZh916QF8XNunWaP97WEZ,https://embed.spotify.com/?uri=spotify:track:6OZh916QF8XNunWaP97WEZ,Fast Car,,5,2016-05-07
2000,Desiigner,0,1,1,1,6r2jK1A6oFRPREZfxjc5d1,https://embed.spotify.com/?uri=spotify:track:6r2jK1A6oFRPREZfxjc5d1,Panda,http://cache.vevo.com/assets/html/embed.html?video=USUV71601287&partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&siteSection=billboard_billboard.com,10,2016-05-14
2001,Drake Featuring WizKid & Kyla,+1,3,1,2,11hqMWwX7sF3sOGdtijofF,https://embed.spotify.com/?uri=spotify:track:11hqMWwX7sF3sOGdtijofF,One Dance,,4,2016-05-14
2002,Lukas Graham,-1,2,2,3,7129iqBafaphfc3WPCGC0L,https://embed.spotify.com/?uri=spotify:track:7129iqBafaphfc3WPCGC0L,7 Years,http://cache.vevo.com/assets/html/embed.html?video=DKUV71600016&partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&siteSection=billboard_billboard.com,15,2016-05-14
2003,Prince And The Revolution,+13,17,2,4,54X78diSLoUDI3joC2bjMz,https://embed.spotify.com/?uri=spotify:track:54X78diSLoUDI3joC2bjMz,Purple Rain,,18,2016-05-14
2004,Mike Posner,0,5,4,5,5M2j5k8uS08xE8HnGVgabR,https://embed.spotify.com/?uri=spotify:track:5M2j5k8uS08xE8HnGVgabR,I Took A Pill In Ibiza,,15,2016-05-14
2005,Rihanna Featuring Drake,-2,4,1,6,50R3hdsZQeg3k8zJdVphSZ,https://embed.spotify.com/?uri=spotify:track:50R3hdsZQeg3k8zJdVphSZ,Work,http://cache.vevo.com/assets/html/embed.html?video=QM5FT1690012&partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&siteSection=billboard_billboard.com,14,2016-05-14
2006,Fifth Harmony Featuring Ty Dolla $ign,-1,6,4,7,0SJPThTy7ynySPF4euczx7,https://embed.spotify.com/?uri=spotify:track:0SJPThTy7ynySPF4euczx7,Work From Home,http://cache.vevo.com/assets/html/embed.html?video=USSM21600386&partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&siteSection=billboard_billboard.com,9,2016-05-14
2007,Prince,+12,20,1,8,,,When Doves Cry,,23,2016-05-14
2008,Zayn,-1,8,1,9,0IKK48xF4eEdfofyaeKWWO,https://embed.spotify.com/?uri=spotify:track:0IKK48xF4eEdfofyaeKWWO,Pillowtalk,http://cache.vevo.com/assets/html/embed.html?video=USRV81501126&partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&siteSection=billboard_billboard.com,13,2016-05-14
2009,Beyonce,Hot Shot Debut,0,10,10,,,Formation,,1,2016-05-14
2010,Beyonce,New,0,11,11,,,Sorry,,1,2016-05-14
2011,Meghan Trainor,-5,7,3,12,0NmeI6UpRE27dxxgosD5n9,https://embed.spotify.com/?uri=spotify:track:0NmeI6UpRE27dxxgosD5n9,No,http://cache.vevo.com/assets/html/embed.html?video=USSM21600504&partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&siteSection=billboard_billboard.com,8,2016-05-14
2012,Beyonce,New,0,13,13,63FzG2Tj8GyK7pkEBKXZPM,https://embed.spotify.com/?uri=spotify:track:63FzG2Tj8GyK7pkEBKXZPM,Hold Up,,1,2016-05-14
2013,The Chainsmokers Featuring Daya,0,14,3,14,1i1fxkWeaMmKEB4T7zqbzK,https://embed.spotify.com/?uri=spotify:track:1i1fxkWeaMmKEB4T7zqbzK,Don't Let Me Down,http://cache.vevo.com/assets/html/embed.html?video=USQX91600425&partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&siteSection=billboard_billboard.com,11,2016-05-14
2014,Justin Bieber,-6,9,1,15,3hB5DgAiMAQ4DzYbsMq1IT,https://embed.spotify.com/?uri=spotify:track:3hB5DgAiMAQ4DzYbsMq1IT,Love Yourself,,24,2016-05-14
2015,twenty one pilots,-3,13,2,16,3CRDbSIZ4r5MsZ0YwxuEkn,https://embed.spotify.com/?uri=spotify:track:3CRDbSIZ4r5MsZ0YwxuEkn,Stressed Out,http://cache.vevo.com/assets/html/embed.html?video=USATV1500238&partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&siteSection=billboard_billboard.com,32,2016-05-14
2016,G-Eazy x Bebe Rexha,-7,10,7,17,0KMYgSe9JWHloFeEVBU6qq,https://embed.spotify.com/?uri=spotify:track:0KMYgSe9JWHloFeEVBU6qq,"Me, Myself & I",http://cache.vevo.com/assets/html/embed.html?video=USRV81500978&partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&siteSection=billboard_billboard.com,26,2016-05-14
2017,Beyonce Featuring The Weeknd,New,0,18,18,,,6 Inch,,1,2016-05-14
2018,Flo Rida,-7,12,4,19,6Knv6wdA0luoMUuuoYi2i1,https://embed.spotify.com/?uri=spotify:track:6Knv6wdA0luoMUuuoYi2i1,My House,http://cache.vevo.com/assets/html/embed.html?video=USATV1501098&partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&siteSection=billboard_billboard.com,25,2016-05-14
2019,Prince,+9,29,6,20,76Gmfksb2uBzx5N72DcHT0,https://embed.spotify.com/?uri=spotify:track:76Gmfksb2uBzx5N72DcHT0,Little Red Corvette,,24,2016-05-14
2020,Ariana Grande,-6,15,8,21,6T506SFlFUVVNvnmCiVZR0,https://embed.spotify.com/?uri=spotify:track:6T506SFlFUVVNvnmCiVZR0,Dangerous Woman,,7,2016-05-14
2021,Rihanna,+1,23,7,22,3kfxarilcBr81mb2hmZLeh,https://embed.spotify.com/?uri=spotify:track:3kfxarilcBr81mb2hmZLeh,Needed Me,http://cache.vevo.com/assets/html/embed.html?video=QM5FT1690018&partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&siteSection=billboard_billboard.com,13,2016-05-14
2022,Prince And The Revolution,+5,28,1,23,28S2K2KIvnZ9H6AyhRtenm,https://embed.spotify.com/?uri=spotify:track:28S2K2KIvnZ9H6AyhRtenm,Kiss,,20,2016-05-14
2023,DNCE,-13,11,9,24,7L5jgZtAyfiU7elB8DIqCx,https://embed.spotify.com/?uri=spotify:track:7L5jgZtAyfiU7elB8DIqCx,Cake By The Ocean,http://cache.vevo.com/assets/html/embed.html?video=USUV71502665&partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&siteSection=billboard_billboard.com,28,2016-05-14
2024,Prince And The Revolution,+14,39,1,25,6BkX6DnUG80xPlBfb2zmrZ,https://embed.spotify.com/?uri=spotify:track:6BkX6DnUG80xPlBfb2zmrZ,Let's Go Crazy,,21,2016-05-14
2025,Zara Larsson & MNEK,-10,16,13,26,,,Never Forget You,http://cache.vevo.com/assets/html/embed.html?video=SES461500801&partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&siteSection=billboard_billboard.com,11,2016-05-14
2026,Prince,+14,41,12,27,2H7PHVdQ3mXqEHXcvclTB0,https://embed.spotify.com/?uri=spotify:track:2H7PHVdQ3mXqEHXcvclTB0,1999,,30,2016-05-14
2027,Beyonce Featuring Jack White,New,0,28,28,,,Don't Hurt Yourself,,1,2016-05-14
2028,Future Featuring The Weeknd,-11,18,18,29,71SDPonZOsIKNtqnaX8LXj,https://embed.spotify.com/?uri=spotify:track:71SDPonZOsIKNtqnaX8LXj,Low Life,http://cache.vevo.com/assets/html/embed.html?video=USSM21600522&partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&siteSection=billboard_billboard.com,12,2016-05-14
2029,Jeremih,-8,22,19,30,6NLIinNi8IxKcCGHzrGCdW,https://embed.spotify.com/?uri=spotify:track:6NLIinNi8IxKcCGHzrGCdW,Oui,,17,2016-05-14
2030,Justin Bieber,-10,21,1,31,2GpHJb7xGNBaIDTrBxjIu6,https://embed.spotify.com/?uri=spotify:track:2GpHJb7xGNBaIDTrBxjIu6,Sorry,,27,2016-05-14
2031,Kevin Gates,-13,19,17,32,6VcAvPi9QbnUO42pQy6WVN,https://embed.spotify.com/?uri=spotify:track:6VcAvPi9QbnUO42pQy6WVN,2 Phones,http://cache.vevo.com/assets/html/embed.html?video=USATV1501910&partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&siteSection=billboard_billboard.com,17,2016-05-14
2032,Prince And The Revolution,Re-Entry,0,2,33,6lOPbNUxDvkUkWpJLebgs7,https://embed.spotify.com/?uri=spotify:track:6lOPbNUxDvkUkWpJLebgs7,Raspberry Beret,,18,2016-05-14
2033,DJ Snake Featuring Bipolar Sunshine,-10,24,20,34,2Fn3coxd0xAZ09JtrgcgHa,https://embed.spotify.com/?uri=spotify:track:2Fn3coxd0xAZ09JtrgcgHa,Middle,http://cache.vevo.com/assets/html/embed.html?video=QMZSY1690002&partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&siteSection=billboard_billboard.com,15,2016-05-14
2034,Beyonce Featuring Kendrick Lamar,New,0,35,35,,,Freedom,,1,2016-05-14
2035,Nick Jonas Featuring Tove Lo,-10,26,14,36,2LbbLV26X7K1kLzI7xXFE2,https://embed.spotify.com/?uri=spotify:track:2LbbLV26X7K1kLzI7xXFE2,Close,http://cache.vevo.com/assets/html/embed.html?video=USUV71600719&partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&siteSection=billboard_billboard.com,5,2016-05-14
2036,Beyonce,New,0,37,37,,,Pray You Catch Me,,1,2016-05-14
2037,Beyonce,New,0,38,38,,,All Night,,1,2016-05-14
2038,Prince And The Revolution,Re-Entry,0,8,39,,,I Would Die 4 U,,16,2016-05-14
2039,Drake Featuring The Throne,-15,25,16,40,6nwp8mY3CYoRev6h8ar1MJ,https://embed.spotify.com/?uri=spotify:track:6nwp8mY3CYoRev6h8ar1MJ,Pop Style,,4,2016-05-14
2040,Beyonce,New,0,41,41,7tTElNyvXsfFcxDXIiH5cm,https://embed.spotify.com/?uri=spotify:track:7tTElNyvXsfFcxDXIiH5cm,Daddy Lessons,,1,2016-05-14
2041,James Bay,-11,31,16,42,2ggSyGB5HnVvGDGofu3ITZ,https://embed.spotify.com/?uri=spotify:track:2ggSyGB5HnVvGDGofu3ITZ,Let It Go,http://cache.vevo.com/assets/html/embed.html?video=USUV71500039&partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&siteSection=billboard_billboard.com,19,2016-05-14
2042,Beyonce,New,0,43,43,,,Sandcastles,,1,2016-05-14
2043,Bryson Tiller,-12,32,26,44,43PuMrRfbyyuz4QpZ3oAwN,https://embed.spotify.com/?uri=spotify:track:43PuMrRfbyyuz4QpZ3oAwN,Exchange,http://cache.vevo.com/assets/html/embed.html?video=USRV81501008&partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&siteSection=billboard_billboard.com,27,2016-05-14
2044,Shawn Mendes,-15,30,4,45,3zkWCteF82vJwv0hRLba76,https://embed.spotify.com/?uri=spotify:track:3zkWCteF82vJwv0hRLba76,Stitches,http://cache.vevo.com/assets/html/embed.html?video=USUV71500300&partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&siteSection=billboard_billboard.com,49,2016-05-14
2045,Charlie Puth,-19,27,12,46,2uEJanMvnA1dXgX1ASnPQm,https://embed.spotify.com/?uri=spotify:track:2uEJanMvnA1dXgX1ASnPQm,One Call Away,http://cache.vevo.com/assets/html/embed.html?video=USATV1500769&partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&siteSection=billboard_billboard.com,22,2016-05-14
2046,Beyonce,New,0,47,47,,,Love Drought,,1,2016-05-14
2047,The Chainsmokers Featuring Rozes,-15,33,6,48,3FWPoYBDserKdzcattMFGa,https://embed.spotify.com/?uri=spotify:track:3FWPoYBDserKdzcattMFGa,Roses,http://cache.vevo.com/assets/html/embed.html?video=USQX91501023&partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&siteSection=billboard_billboard.com,28,2016-05-14
2048,Drake & Future,-15,34,12,49,,,Jumpman,,32,2016-05-14
2049,Bryson Tiller,-13,37,13,50,7lxWzjZCSkXndL8eYKfFWU,https://embed.spotify.com/?uri=spotify:track:7lxWzjZCSkXndL8eYKfFWU,Don't,http://cache.vevo.com/assets/html/embed.html?video=USRV81500468&partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&siteSection=billboard_billboard.com,31,2016-05-14
2050,Dierks Bentley,-13,38,35,51,5l5cQAKkeGIkPBH3ieHYju,https://embed.spotify.com/?uri=spotify:track:5l5cQAKkeGIkPBH3ieHYju,Somewhere On A Beach,http://cache.vevo.com/assets/html/embed.html?video=USUV71600023&partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&siteSection=billboard_billboard.com,13,2016-05-14
2051,Chris Young Duet With Cassadee Pope,-7,45,40,52,6W9W8dSswA8KNegvl3W97V,https://embed.spotify.com/?uri=spotify:track:6W9W8dSswA8KNegvl3W97V,Think Of You,,11,2016-05-14
2052,Tim McGraw,-9,44,30,53,1qosWrKxri24ZIzH4ZDFcp,https://embed.spotify.com/?uri=spotify:track:1qosWrKxri24ZIzH4ZDFcp,Humble And Kind,,12,2016-05-14
2053,Sia Featuring Sean Paul,-7,47,1,54,7BPw9h8vCIX94N0rjFU12S,https://embed.spotify.com/?uri=spotify:track:7BPw9h8vCIX94N0rjFU12S,Cheap Thrills,,11,2016-05-14
2054,Ruth B,-5,50,24,55,4h0zU3O9R5xzuTmNO7dNDU,https://embed.spotify.com/?uri=spotify:track:4h0zU3O9R5xzuTmNO7dNDU,Lost Boy,http://cache.vevo.com/assets/html/embed.html?video=USSM21600100&partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&siteSection=billboard_billboard.com,10,2016-05-14
2055,O.T. Genasis Featuring Young Dolph,-13,43,35,56,376KnY4TrgBITxjlnbnmIy,https://embed.spotify.com/?uri=spotify:track:376KnY4TrgBITxjlnbnmIy,Cut It,,10,2016-05-14
2056,Alessia Cara,-5,52,50,57,1TNACNvhOjF24VegRqRNwd,https://embed.spotify.com/?uri=spotify:track:1TNACNvhOjF24VegRqRNwd,Wild Things,http://cache.vevo.com/assets/html/embed.html?video=USUV71600493&partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&siteSection=billboard_billboard.com,10,2016-05-14
2057,Troye Sivan,-9,49,23,58,285MYt4hkSGy5xrRosuPku,https://embed.spotify.com/?uri=spotify:track:285MYt4hkSGy5xrRosuPku,Youth,http://cache.vevo.com/assets/html/embed.html?video=AUUV71500234&partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&siteSection=billboard_billboard.com,13,2016-05-14
2058,Disturbed,-13,46,42,59,1Cj2vqUwlJVG27gJrun92y,https://embed.spotify.com/?uri=spotify:track:1Cj2vqUwlJVG27gJrun92y,The Sound Of Silence,http://cache.vevo.com/assets/html/embed.html?video=USWBV1500856&partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&siteSection=billboard_billboard.com,10,2016-05-14
2059,Old Dominion,-9,51,50,60,7I5fYc4qKJddht8Ozhqqdx,https://embed.spotify.com/?uri=spotify:track:7I5fYc4qKJddht8Ozhqqdx,Snapback,http://cache.vevo.com/assets/html/embed.html?video=USRV51500129&partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&siteSection=billboard_billboard.com,14,2016-05-14
2060,Blake Shelton,-8,53,36,61,1HwAeValR9dJzAf8Erlv3s,https://embed.spotify.com/?uri=spotify:track:1HwAeValR9dJzAf8Erlv3s,Came Here To Forget,http://cache.vevo.com/assets/html/embed.html?video=USWBV1600122&partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&siteSection=billboard_billboard.com,8,2016-05-14
2061,Thomas Rhett,-6,56,41,62,4V1whwvK4LMHya60xDxuj8,https://embed.spotify.com/?uri=spotify:track:4V1whwvK4LMHya60xDxuj8,T-Shirt,,9,2016-05-14
2062,Beyonce Featuring James Blake,New,0,63,63,,,Forward,,1,2016-05-14
2063,Maren Morris,-3,61,50,64,69guyOwpeKji5OY8wMdsDI,https://embed.spotify.com/?uri=spotify:track:69guyOwpeKji5OY8wMdsDI,My Church,http://cache.vevo.com/assets/html/embed.html?video=USGQ41500115&partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&siteSection=billboard_billboard.com,14,2016-05-14
2064,Luke Bryan,-5,60,37,65,1lGOow8CQ1sk4NDHJgXXUJ,https://embed.spotify.com/?uri=spotify:track:1lGOow8CQ1sk4NDHJgXXUJ,"Huntin', Fishin' & Lovin' Every Day",,5,2016-05-14
2065,twenty one pilots,+8,74,5,66,2Z8WuEywRWYTKe1NybPQEW,https://embed.spotify.com/?uri=spotify:track:2Z8WuEywRWYTKe1NybPQEW,Ride,http://cache.vevo.com/assets/html/embed.html?video=USATV1500519&partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&siteSection=billboard_billboard.com,7,2016-05-14
