,artist,change,lastPos,peakPos,rank,spotifyID,spotifyLink,title,videoLink,weeks,date
631,The Weeknd,-5,27,1,32,3X38ErFiKgzUxinBlhwuWm,https://embed.spotify.com/?uri=spotify:track:3X38ErFiKgzUxinBlhwuWm,Can't Feel My Face,http://cache.vevo.com/assets/html/embed.html?video=USUMV1500354&partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&siteSection=billboard_billboard.com,33,2016-02-06
632,Sam Hunt,0,33,29,33,2XxjRGbbwxCeSsSPZrbyoL,https://embed.spotify.com/?uri=spotify:track:2XxjRGbbwxCeSsSPZrbyoL,Break Up In A Small Town,http://cache.vevo.com/assets/html/embed.html?video=USUV71501739&partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&siteSection=billboard_billboard.com,16,2016-02-06
633,Taylor Swift,-6,28,5,34,,,Wildest Dreams,http://cache.vevo.com/assets/html/embed.html?video=USCJY1531576&partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&siteSection=billboard_billboard.com,22,2016-02-06
634,Adele,+6,41,14,35,1ZSShfTy3KnAh491YeN2uC,https://embed.spotify.com/?uri=spotify:track:1ZSShfTy3KnAh491YeN2uC,When We Were Young,,9,2016-02-06
635,Major Lazer & DJ Snake Featuring M0,-4,32,4,36,4KcVVhAaHxqtX2ANt4b3tc,https://embed.spotify.com/?uri=spotify:track:4KcVVhAaHxqtX2ANt4b3tc,Lean On,,42,2016-02-06
636,Wiz Khalifa Featuring Charlie Puth,+1,38,1,37,7wqSzGeodspE3V6RBD5W8L,https://embed.spotify.com/?uri=spotify:track:7wqSzGeodspE3V6RBD5W8L,See You Again,,46,2016-02-06
637,One Direction,-3,35,10,38,3DnzEB8Ffnp5sjnCbOugUX,https://embed.spotify.com/?uri=spotify:track:3DnzEB8Ffnp5sjnCbOugUX,Perfect,,14,2016-02-06
638,Bryson Tiller,+5,44,26,39,43PuMrRfbyyuz4QpZ3oAwN,https://embed.spotify.com/?uri=spotify:track:43PuMrRfbyyuz4QpZ3oAwN,Exchange,http://cache.vevo.com/assets/html/embed.html?video=USRV81501008&partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&siteSection=billboard_billboard.com,13,2016-02-06
639,Demi Lovato,-10,30,21,40,1ZBdIk5vyZ1bTpZfCiouU5,https://embed.spotify.com/?uri=spotify:track:1ZBdIk5vyZ1bTpZfCiouU5,Confident,http://cache.vevo.com/assets/html/embed.html?video=USH5V1522544&partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&siteSection=billboard_billboard.com,16,2016-02-06
640,J. Cole,+2,43,36,41,62vpWI1CHwFy7tMIcSStl8,https://embed.spotify.com/?uri=spotify:track:62vpWI1CHwFy7tMIcSStl8,No Role Modelz,,23,2016-02-06
641,Rachel Platten,+4,46,37,42,6rEzoN8rsbdfyHXAPgpNJG,https://embed.spotify.com/?uri=spotify:track:6rEzoN8rsbdfyHXAPgpNJG,Stand By You,http://cache.vevo.com/assets/html/embed.html?video=USSM21501800&partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&siteSection=billboard_billboard.com,10,2016-02-06
642,Fetty Wap,+4,47,33,43,4DHmHECcCKVLRcGNrbRi7P,https://embed.spotify.com/?uri=spotify:track:4DHmHECcCKVLRcGNrbRi7P,Again,,24,2016-02-06
643,Luke Bryan Featuring Karen Fairchild,+4,48,38,44,2phomyGUWSjrHUXzbsYv17,https://embed.spotify.com/?uri=spotify:track:2phomyGUWSjrHUXzbsYv17,Home Alone Tonight,,9,2016-02-06
644,Young Thug,+7,52,45,45,6kdJfvcllBFlaj7tHIkGuL,https://embed.spotify.com/?uri=spotify:track:6kdJfvcllBFlaj7tHIkGuL,Best Friend,http://cache.vevo.com/assets/html/embed.html?video=USATV1501741&partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&siteSection=billboard_billboard.com,9,2016-02-06
645,Brothers Osborne,+8,54,46,46,6rqxivjFHp8K0yMiefG56g,https://embed.spotify.com/?uri=spotify:track:6rqxivjFHp8K0yMiefG56g,Stay A Little Longer,http://cache.vevo.com/assets/html/embed.html?video=USUV71500632&partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&siteSection=billboard_billboard.com,16,2016-02-06
646,Coldplay,+3,50,13,47,4MFCXniy7I8tj0GXtf3wgC,https://embed.spotify.com/?uri=spotify:track:4MFCXniy7I8tj0GXtf3wgC,Adventure Of A Lifetime,http://cache.vevo.com/assets/html/embed.html?video=GB0401500496&partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&siteSection=billboard_billboard.com,11,2016-02-06
647,R. City Featuring Adam Levine,+1,49,6,48,0sQLhT32E9ZG2zn5iYR6nN,https://embed.spotify.com/?uri=spotify:track:0sQLhT32E9ZG2zn5iYR6nN,Locked Away,http://cache.vevo.com/assets/html/embed.html?video=USRV81500667&partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&siteSection=billboard_billboard.com,27,2016-02-06
648,Chris Brown,+2,51,20,49,4vEWoLU4sXSjdIJGTKKbWB,https://embed.spotify.com/?uri=spotify:track:4vEWoLU4sXSjdIJGTKKbWB,Back To Sleep,http://cache.vevo.com/assets/html/embed.html?video=USRV81501082&partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&siteSection=billboard_billboard.com,6,2016-02-06
649,Taylor Swift,+5,55,18,50,,,Out Of The Woods,http://cache.vevo.com/assets/html/embed.html?video=USCJY1531578&partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&siteSection=billboard_billboard.com,5,2016-02-06
650,Ariana Grande,+2,53,7,51,3IyeQMpMEqNcEvFQGJ2eps,https://embed.spotify.com/?uri=spotify:track:3IyeQMpMEqNcEvFQGJ2eps,Focus,http://cache.vevo.com/assets/html/embed.html?video=USUV71503192&partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&siteSection=billboard_billboard.com,12,2016-02-06
651,Fall Out Boy,+5,57,48,52,4urmOSZcGQVcGz3rpMzy3y,https://embed.spotify.com/?uri=spotify:track:4urmOSZcGQVcGz3rpMzy3y,Irresistible,http://cache.vevo.com/assets/html/embed.html?video=USUV71502956&partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&siteSection=billboard_billboard.com,10,2016-02-06
652,DLOW,+5,58,45,53,1NM1XuictEIvPuscutKMZV,https://embed.spotify.com/?uri=spotify:track:1NM1XuictEIvPuscutKMZV,Bet You Can't Do It Like Me,,11,2016-02-06
653,Jason Derulo,+8,62,52,54,1dl3vuXJS9anUXE7XnNP75,https://embed.spotify.com/?uri=spotify:track:1dl3vuXJS9anUXE7XnNP75,Get Ugly,http://cache.vevo.com/assets/html/embed.html?video=USWBV1501064&partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&siteSection=billboard_billboard.com,5,2016-02-06
654,Jeremih,+9,64,19,55,6NLIinNi8IxKcCGHzrGCdW,https://embed.spotify.com/?uri=spotify:track:6NLIinNi8IxKcCGHzrGCdW,oui,,3,2016-02-06
655,LoCash,+3,59,56,56,1kneRrMfS08JwuqKwnX4fl,https://embed.spotify.com/?uri=spotify:track:1kneRrMfS08JwuqKwnX4fl,I Love This Life,http://cache.vevo.com/assets/html/embed.html?video=QMEU31592493&partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&siteSection=billboard_billboard.com,13,2016-02-06
656,Granger Smith,+8,65,49,57,7CsYx98MdSJGNIInlFga2I,https://embed.spotify.com/?uri=spotify:track:7CsYx98MdSJGNIInlFga2I,Backroad Song,,7,2016-02-06
657,Robin Schulz Featuring Francesco Yates,+10,68,44,58,3NFuE3uDOr6QUw9UZ9HzKo,https://embed.spotify.com/?uri=spotify:track:3NFuE3uDOr6QUw9UZ9HzKo,Sugar,,3,2016-02-06
658,Jana Kramer,-3,56,56,59,6VZCuvHwk3xmjwgKga0bNi,https://embed.spotify.com/?uri=spotify:track:6VZCuvHwk3xmjwgKga0bNi,I Got The Boy,http://cache.vevo.com/assets/html/embed.html?video=USWBV1500153&partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&siteSection=billboard_billboard.com,15,2016-02-06
659,Carrie Underwood,+10,70,42,60,37K6984YTvqKbtj8fct4K5,https://embed.spotify.com/?uri=spotify:track:37K6984YTvqKbtj8fct4K5,Heartbeat,http://cache.vevo.com/assets/html/embed.html?video=GBE431500061&partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&siteSection=billboard_billboard.com,3,2016-02-06
660,DeJ Loaf Featuring Big Sean,-1,60,47,61,0sr5LOMv4x0jmTYfe6oOvP,https://embed.spotify.com/?uri=spotify:track:0sr5LOMv4x0jmTYfe6oOvP,Back Up,http://cache.vevo.com/assets/html/embed.html?video=USSM21501445&partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&siteSection=billboard_billboard.com,16,2016-02-06
661,Kevin Gates,+9,71,17,62,6VcAvPi9QbnUO42pQy6WVN,https://embed.spotify.com/?uri=spotify:track:6VcAvPi9QbnUO42pQy6WVN,2 Phones,http://cache.vevo.com/assets/html/embed.html?video=USATV1501910&partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&siteSection=billboard_billboard.com,3,2016-02-06
662,Drake & Future,0,63,52,63,,,Big Rings,,18,2016-02-06
663,Zac Brown Band,+5,69,52,64,5RZmUoiuMrOMQlZqy72WCG,https://embed.spotify.com/?uri=spotify:track:5RZmUoiuMrOMQlZqy72WCG,Beautiful Drug,,9,2016-02-06
664,Keith Urban,+7,72,54,65,6Eg5dHSwI9PZxs1RgJF0kt,https://embed.spotify.com/?uri=spotify:track:6Eg5dHSwI9PZxs1RgJF0kt,Break On Me.,,4,2016-02-06
665,Nelly Featuring Jeremih,0,66,62,66,33QRsLBBdWDYgCZfWEZqR6,https://embed.spotify.com/?uri=spotify:track:33QRsLBBdWDYgCZfWEZqR6,The Fix,,17,2016-02-06
666,Bryson Tiller,+7,74,67,67,1TK6MwCSTO4c8ackS4CQ01,https://embed.spotify.com/?uri=spotify:track:1TK6MwCSTO4c8ackS4CQ01,Sorry Not Sorry,http://cache.vevo.com/assets/html/embed.html?video=USRV81500848&partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&siteSection=billboard_billboard.com,6,2016-02-06
667,Dawin,+11,79,68,68,1tYt8PbpbeTuqsNmprAZYY,https://embed.spotify.com/?uri=spotify:track:1tYt8PbpbeTuqsNmprAZYY,Dessert,http://cache.vevo.com/assets/html/embed.html?video=USUV71502564&partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&siteSection=billboard_billboard.com,7,2016-02-06
668,Brett Eldredge,+25,94,35,69,1jNNHFZmRGXZFHlil5uhei,https://embed.spotify.com/?uri=spotify:track:1jNNHFZmRGXZFHlil5uhei,Drunk On Your Love,http://cache.vevo.com/assets/html/embed.html?video=USATV1600039&partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&siteSection=billboard_billboard.com,2,2016-02-06
669,Cole Swindell,+12,82,31,70,5jc9qLH1djdgTj0oVwhpk6,https://embed.spotify.com/?uri=spotify:track:5jc9qLH1djdgTj0oVwhpk6,You Should Be Here,http://cache.vevo.com/assets/html/embed.html?video=USWBV1501052&partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&siteSection=billboard_billboard.com,6,2016-02-06
670,Kelsea Ballerini,+4,75,58,71,6FWrlXo99QRmPtOeUSWDjv,https://embed.spotify.com/?uri=spotify:track:6FWrlXo99QRmPtOeUSWDjv,Dibs,,12,2016-02-06
671,Panic! At The Disco,Re-Entry,0,68,72,2Pv7zg9cBPZvZuOrusG4bw,https://embed.spotify.com/?uri=spotify:track:2Pv7zg9cBPZvZuOrusG4bw,Emperor's New Clothes,http://cache.vevo.com/assets/html/embed.html?video=USATV1501518&partnerId=0bcf11f5-81bc-469a-a74f-b370f19def6e&siteSection=billboard_billboard.com,3,2016-02-06
672,Lil Dicky Featuring Fetty Wap & Rich Homie Quan,+4,77,71,73,6AoYWCzsDls6c61Zp5qTuU,https://embed.spotify.com/?uri=spotify:track:6AoYWCzsDls6c61Zp5qTuU,$ave Dat Money,,13,2016-02-06
